date,avgtempUSA,avgtempGermany,avgtempSweden,avgtempVenezuela,avgtempDemoCongo,avgtempIndonesia,avgtempArgentina,avgtempNewZealand,avgtempSouthAfrica,avgtempGlobal,five_yr_change_Global,five_yr_change_USA,five_yr_change_Germany,five_yr_change_Sweden,five_yr_change_Venezuela,five_yr_change_DemoCongo,five_yr_change_Indonesia,five_yr_change_Argentina,five_yr_change_NewZealand,five_yr_change_SouthAfrica
1855,8.194533333333336,7.7668333333333335,2.0664666666666673,24.488200000000003,23.232218749999998,25.202250000000003,13.814910714285716,9.59483333333333,16.648777777777777,14.894016666666671,,,,,,,,,,
1860,8.45455,7.8031,1.941983333333333,24.453849999999992,23.146108108108102,,13.971783333333338,10.124266666666664,16.78577586206897,14.851183333333335,-0.04283333333333594,0.26001666666666345,0.036266666666666225,-0.12448333333333439,-0.03435000000001054,-0.08611064189189577,,0.15687261904762195,0.5294333333333334,0.13699808429119287
1865,8.371533333333334,8.4247,1.746516666666667,24.77571666666667,,25.311750000000004,14.362866666666664,10.280649999999998,17.052033333333334,15.054949999999995,0.20376666666665955,-0.08301666666666563,0.6215999999999999,-0.195466666666666,0.3218666666666792,,,0.39108333333332546,0.1563833333333342,0.26625747126436394
1870,8.473616666666667,7.821083333333333,2.1048500000000003,24.6928,,25.170466666666666,14.014883333333325,10.176800000000002,16.819071428571426,15.007166666666667,-0.04778333333332796,0.10208333333333286,-0.6036166666666665,0.3583333333333334,-0.08291666666667297,,-0.14128333333333742,-0.34798333333333886,-0.103849999999996,-0.2329619047619076
1875,8.469133333333332,7.730266666666668,1.5493999999999999,24.98516666666666,23.362962264150944,25.28563333333333,14.275983333333334,10.1772,16.7518,15.107166666666664,0.09999999999999787,-0.004483333333334727,-0.09081666666666521,-0.5554500000000004,0.29236666666666267,,0.11516666666666353,0.26110000000000966,0.0003999999999972914,-0.0672714285714271
1880,8.204799999999999,8.034016666666668,2.287516666666666,24.353900000000003,23.05968333333333,25.216333333333345,14.150716666666677,10.044583333333334,16.857135593220338,14.989783333333333,-0.11738333333333095,-0.2643333333333331,0.30374999999999996,0.7381166666666661,-0.631266666666658,-0.3032789308176156,-0.06929999999998415,-0.12526666666665776,-0.1326166666666655,0.10533559322033881
1885,8.29095,7.412733333333335,1.9514,24.630133333333337,23.28541666666667,25.235616666666665,13.951650000000004,9.841066666666665,16.999283333333327,14.922633333333334,-0.06714999999999982,0.08615000000000173,-0.6212833333333325,-0.33611666666666595,0.2762333333333338,0.22573333333334133,0.019283333333319774,-0.19906666666667228,-0.203516666666669,0.14214774011298914
1890,8.338333333333333,7.715650000000002,2.275483333333333,24.389616666666665,23.19535000000001,25.11048333333333,14.05308333333333,10.248800000000001,16.79226666666666,14.898816666666667,-0.02381666666666682,0.047383333333332445,0.3029166666666665,0.32408333333333283,-0.2405166666666716,-0.09006666666666163,-0.1251333333333342,0.10143333333332549,0.4077333333333364,-0.20701666666666796
1895,8.279766666666665,8.002483333333332,2.2755333333333327,24.69449999999999,23.523783333333334,25.321100000000005,14.5387,9.835599999999998,16.924299999999995,15.014033333333334,0.11521666666666697,-0.058566666666667544,0.2868333333333304,4.999999999988347e-05,0.3048833333333256,0.3284333333333258,0.21061666666667378,0.4856166666666706,-0.41320000000000334,0.1320333333333359
1900,8.429683333333333,8.038516666666668,1.858666666666667,24.930533333333333,23.62656666666667,25.356950000000015,14.609233333333334,9.647766666666667,16.848733333333335,14.964516666666666,-0.04951666666666732,0.1499166666666678,0.036033333333335804,-0.41686666666666583,0.2360333333333422,0.10278333333333478,0.035850000000010596,0.07053333333333356,-0.1878333333333302,-0.0755666666666599
1905,8.466766666666667,7.818433333333336,2.371183333333333,24.64916666666667,23.309866666666668,25.474249999999998,14.30096666666666,9.940150000000004,16.70138333333333,14.897983333333336,-0.06653333333333045,0.03708333333333336,-0.2200833333333323,0.5125166666666663,-0.28136666666666343,-0.31670000000000087,0.11729999999998242,-0.30826666666667357,0.292383333333337,-0.14735000000000653
1910,8.61308333333333,8.455166666666667,2.916816666666668,24.7075,23.687016666666672,25.392149999999994,14.439933333333334,10.12005,17.04813333333333,14.891450000000003,-0.006533333333333502,0.14631666666666376,0.6367333333333312,0.5456333333333347,0.05833333333333002,0.37715000000000387,-0.08210000000000406,0.1389666666666738,0.1798999999999964,0.3467500000000001
1915,8.307416666666667,7.919216666666667,1.7482166666666663,24.711550000000003,23.499383333333345,25.373533333333334,14.558466666666668,10.411950000000001,16.972683333333336,14.964283333333329,0.07283333333332642,-0.30566666666666364,-0.5359499999999997,-1.1686000000000016,0.004050000000002996,-0.1876333333333271,-0.0186166666666594,0.1185333333333336,0.29190000000000005,-0.07544999999999291
1920,8.6722,8.061533333333335,2.48305,24.684016666666665,23.624216666666673,25.419799999999988,14.246866666666664,10.356566666666664,17.113683333333334,15.04156666666667,0.07728333333334092,0.36478333333333346,0.14231666666666776,0.7348333333333337,-0.02753333333333785,0.1248333333333278,0.04626666666665358,-0.3116000000000039,-0.05538333333333689,0.14099999999999824
1925,8.8383,8.1736,2.2810833333333336,24.992016666666668,23.750450000000008,25.591383333333336,14.629549999999993,10.272416666666665,17.340466666666664,15.110666666666669,0.06909999999999883,0.16610000000000014,0.11206666666666543,-0.2019666666666664,0.3080000000000034,0.1262333333333352,0.17158333333334852,0.38268333333332905,-0.08414999999999928,0.22678333333333
1930,9.139016666666667,8.401016666666669,3.378716666666668,25.008216666666662,23.82101666666667,25.69716666666666,14.57488333333333,10.099300000000001,17.418966666666666,15.149233333333331,0.03856666666666264,0.3007166666666663,0.22741666666666838,1.0976333333333343,0.01619999999999422,0.0705666666666609,0.10578333333332424,-0.05466666666666242,-0.17311666666666348,0.07850000000000179
1935,9.03496666666667,8.584099999999998,3.4876666666666654,24.963999999999988,23.815466666666666,25.688516666666672,14.678616666666665,10.504916666666666,17.139499999999998,15.236183333333328,0.08694999999999631,-0.10404999999999731,0.18308333333332882,0.10894999999999744,-0.04421666666667434,-0.0055500000000030525,-0.008649999999988722,0.10373333333333434,0.4056166666666652,-0.27946666666666786
1940,9.03685,7.648449999999998,2.07475,25.451033333333346,24.000000000000004,25.818933333333334,14.744833333333336,10.263400000000003,17.440000000000005,15.375233333333336,0.1390500000000081,0.0018833333333301283,-0.9356499999999999,-1.4129166666666655,0.48703333333335763,0.18453333333333788,0.13041666666666174,0.06621666666667103,-0.24151666666666394,0.30050000000000665
1945,8.811333333333332,8.792233333333336,3.1169333333333347,25.055916666666675,23.956216666666663,25.881883333333327,14.866933333333337,10.405533333333336,17.525200000000005,15.277516666666667,-0.09771666666666867,-0.22551666666666748,1.1437833333333378,1.0421833333333348,-0.3951166666666701,-0.043783333333340835,0.06294999999999362,0.12210000000000143,0.14213333333333367,0.08520000000000039
1950,8.998683333333336,8.4665,2.8336833333333327,25.228616666666664,23.83783333333334,25.931750000000005,14.802900000000003,10.451950000000002,17.27,15.293083333333334,0.015566666666666507,0.1873500000000039,-0.32573333333333565,-0.283250000000002,0.1726999999999883,-0.11838333333332329,0.04986666666667716,-0.0640333333333345,0.04641666666666566,-0.25520000000000564
1955,8.827783333333333,8.169649999999999,2.3277333333333337,25.27861666666667,23.76543333333333,25.889100000000006,14.4333,10.791450000000005,17.175283333333336,15.275399999999996,-0.017683333333337714,-0.17090000000000316,-0.29685000000000095,-0.505949999999999,0.050000000000007816,-0.0724000000000089,-0.0426499999999983,-0.3696000000000037,0.3395000000000028,-0.09471666666666323
1960,8.772483333333332,8.084016666666665,2.734833333333333,25.39905,23.743350000000003,25.852866666666667,14.819483333333332,10.576699999999999,17.524649999999998,15.298233333333336,0.022833333333339922,-0.05530000000000079,-0.0856333333333339,0.40709999999999935,0.1204333333333274,-0.02208333333332746,-0.03623333333333889,0.3861833333333333,-0.21475000000000577,0.3493666666666613
1965,8.671350000000002,8.311383333333334,1.9750333333333325,25.33223333333333,23.767500000000002,25.908983333333342,15.019416666666666,10.400850000000002,17.46606666666667,15.281800000000004,-0.016433333333331746,-0.10113333333332974,0.2273666666666685,-0.7598000000000005,-0.06681666666666786,0.024149999999998784,0.05611666666667503,0.19993333333333396,-0.17584999999999695,-0.05858333333332766
1970,8.658833333333336,8.376866666666668,2.9551500000000006,25.157733333333326,23.86285,26.006783333333335,14.7801,10.99135,17.477400000000003,15.279683333333335,-0.002116666666669431,-0.01251666666666651,0.06548333333333467,0.9801166666666681,-0.17450000000000543,0.09534999999999982,0.09779999999999234,-0.2393166666666673,0.5904999999999987,0.011333333333332973
1975,8.735016666666667,8.476683333333334,2.4224,25.352899999999998,23.923800000000004,25.92538333333334,14.978383333333337,10.6262,17.394783333333333,15.298616666666666,0.018933333333331248,0.07618333333333105,0.09981666666666555,-0.5327500000000005,0.19516666666667248,0.060950000000001836,-0.08139999999999503,0.1982833333333378,-0.36514999999999986,-0.08261666666667011
1980,9.024000000000003,8.485949999999999,2.6371666666666673,25.495849999999997,24.113966666666673,26.0029,15.00125,10.655266666666671,17.729883333333337,15.442866666666669,0.1442500000000031,0.28898333333333603,0.009266666666665202,0.21476666666666722,0.14294999999999902,0.19016666666666993,0.07751666666666068,0.022866666666663704,0.02906666666667057,0.3351000000000042
1985,9.184616666666667,8.432616666666666,2.368683333333334,25.385366666666663,24.132000000000005,26.144849999999998,15.245566666666669,11.076233333333334,17.829933333333333,15.449299999999997,0.006433333333328406,0.1606166666666642,-0.05333333333333279,-0.2684833333333332,-0.1104833333333346,0.01803333333333157,0.1419499999999978,0.24431666666666807,0.42096666666666316,0.10004999999999598
1990,9.241833333333336,9.239783333333332,3.530816666666666,25.53381666666667,24.14285,26.14125,15.133833333333333,10.504066666666665,17.910799999999995,15.536349999999999,0.0870500000000014,0.057216666666668914,0.8071666666666655,1.162133333333332,0.14845000000000752,0.010849999999994253,-0.0035999999999987153,-0.11173333333333524,-0.5721666666666696,0.08086666666666176
1995,9.393283333333335,8.849816666666667,3.121033333333334,25.755316666666673,24.390683333333342,26.340966666666677,15.26175,11.070366666666665,17.877100000000002,15.660533333333337,0.1241833333333382,0.15144999999999875,-0.38996666666666435,-0.40978333333333206,0.22150000000000247,0.24783333333334312,0.19971666666667787,0.1279166666666658,0.5663,-0.033699999999992514
2000,9.734816666666665,9.459166666666667,3.7473499999999995,25.75163333333334,24.428050000000006,26.38586666666668,15.253033333333333,10.941983333333331,17.949483333333326,15.758233333333331,0.09769999999999435,0.3415333333333308,0.6093499999999992,0.6263166666666655,-0.0036833333333312623,0.03736666666666366,0.04490000000000194,-0.008716666666666484,-0.12838333333333374,0.07238333333332392
2005,9.558633333333336,9.566650000000001,4.031066666666668,25.891316666666672,24.555416666666684,26.32976666666667,15.262483333333336,10.997933333333334,17.928749999999997,15.8137,0.05546666666666944,-0.17618333333332892,0.10748333333333449,0.28371666666666817,0.1396833333333305,0.12736666666667773,-0.05610000000000781,0.009450000000002845,0.05595000000000283,-0.02073333333332883
2010,10.077177777777779,9.057977272727273,3.2590681818181824,25.852204545454548,24.409636363636363,26.37436363636364,15.203340909090912,11.058613636363637,17.796068181818185,15.84695,0.03324999999999889,0.5185444444444425,-0.508672727272728,-0.7719984848484853,-0.03911212121212415,-0.14578030303032108,0.04459696969696836,-0.059142424242423886,0.060680303030302696,-0.1326818181818119
